Step,Segmentation Loss,Segmentation Task Weight,Segmentation Variance,Depth loss,Depth Task Weight,,Instance Loss,Instance Task Weight,
48000,0.045793481,-2.197668314,0.111061818,2.755293131,1.516095042,4.554405664,26.771122,3.413049459,30.35767776
48100,0.03926231,-2.209495544,0.109756002,3.615680456,1.537895918,4.654785908,12.830864,3.408844471,30.23029209
48200,0.051714268,-2.199178219,0.110894252,2.232553005,1.546491623,4.694969531,20.3973083,3.481112719,32.49586071
48300,0.05423265,-2.186162233,0.112347084,2.346108198,1.544056654,4.683551333,24.4501762,3.447278023,31.41476555
48400,0.044411298,-2.159184933,0.115419157,3.012588501,1.591684222,4.91201489,25.3266087,3.486378193,32.6674181
48500,0.040916756,-2.191711426,0.111725375,4.089737415,1.485186458,4.415788694,26.4557381,3.435195923,31.03749292
48600,0.044081382,-2.189030409,0.112025315,4.855879784,1.544628263,4.686229256,28.1975632,3.521709204,33.84222231
48700,0.040275339,-2.214339495,0.109225635,3.622973919,1.506566286,4.511213951,15.6244011,3.398044825,29.90557221
48800,0.034371577,-2.204571962,0.110297727,3.029706478,1.526154518,4.600451809,90.9706039,3.408001184,30.20481004
48900,0.077197462,-2.186307192,0.1123308,2.241746426,1.521458507,4.578898681,15.2759819,3.541096449,34.50473113
49000,0.059872892,-2.139223337,0.117746257,6.033823013,1.547622323,4.700281136,9.62084103,3.428972244,30.8449254
49100,0.07006789,-2.155751228,0.115816154,2.140278339,1.549726963,4.710183953,22.4554405,3.482074738,32.52713739
49200,0.056242064,-2.153596401,0.116065986,2.7594347,1.593096972,4.91895924,7.56616592,3.443242311,31.28824011
49300,0.040589496,-2.187902927,0.112151692,2.768253326,1.556116462,4.74037602,15.8164797,3.421917677,30.62809353
49400,0.056571681,-2.21160388,0.109524843,4.581384182,1.53634584,4.647576214,18.7113495,3.456372261,31.70176194
49500,0.056716427,-2.223432779,0.108236917,3.22611928,1.515598178,4.552143304,37.3843346,3.392416239,29.73771896
49600,0.051043868,-2.205214977,0.110226826,4.529870033,1.518607974,4.565864967,13.2993355,3.400571108,29.98121767
49700,0.049001195,-2.188520908,0.112082406,2.525122881,1.487637043,4.426623231,27.722374,3.402284384,30.03262779
49800,0.082058251,-2.183794737,0.112613381,3.036231995,1.490107536,4.437572694,16.7907505,3.418610334,30.52696326
49900,0.059867319,-2.167519808,0.114461151,2.860279083,1.52099216,4.576763825,8.91825676,3.385994434,29.54736102
50000,0.053478613,-2.156173706,0.115767234,2.574840784,1.494171262,4.455642461,16.8609943,3.426846743,30.77943409
50100,0.083998471,-2.178456783,0.113216113,4.020464897,1.511170506,4.532032464,10.634881,3.434359312,31.01153748
50200,0.048459668,-2.185207367,0.112454412,3.325684547,1.580811858,4.858898947,36.6420593,3.392834902,29.75017165
50300,0.046789963,-2.200166225,0.110784742,2.161896229,1.557476997,4.74682986,11.539505,3.457001209,31.72170698
50400,0.035032269,-2.214503765,0.109207693,3.050167799,1.525172591,4.595936719,13.3676529,3.396668911,29.86445302
50500,0.04794896,-2.208991528,0.109811334,2.83211112,1.532562375,4.630025497,8.22584152,3.422810316,30.65544557
50600,0.10827443,-2.199467182,0.110862212,2.674978256,1.541894794,4.673437085,8.59605408,3.481236696,32.49988972
50700,0.04245792,-2.202503204,0.110526142,2.940478802,1.522889733,4.585456815,29.8091183,3.444424152,31.32523969
50800,0.049280316,-2.196683407,0.111171257,3.112598181,1.493502021,4.45266156,15.369523,3.450763226,31.52444339
50900,0.035319518,-2.222704649,0.108315756,3.020941734,1.549859047,4.710806133,13.4033003,3.434878826,31.0276526
51000,0.044950265,-2.11123085,0.121088832,3.297796726,1.536196113,4.6468804,14.4027119,3.476243973,32.33803116
51100,0.042819858,-2.130459309,0.118782723,2.009405136,1.565854311,4.786762573,11.9746256,3.484094381,32.592897
51200,0.038735148,-2.170381308,0.114134088,3.199149609,1.530787945,4.621817125,13.2643347,3.456348419,31.70100612
51300,0.051885791,-2.194880247,0.111371898,4.025277615,1.537831903,4.65448794,10.7654934,3.421021461,30.60065645
51400,0.075516127,-2.221065521,0.108493445,4.626199245,1.508029699,4.517820554,34.8288422,3.432208538,30.94491035
51500,0.052170366,-2.210587263,0.109636244,1.905363441,1.499682903,4.480268167,10.614974,3.465780258,32.0014194
51600,0.040071055,-2.213859797,0.109278042,2.224881887,1.528427243,4.610919262,13.2126904,3.436436415,31.07601857
51700,0.086662784,-2.210096359,0.109690078,3.862560034,1.473340511,4.363788104,21.5537586,3.385266066,29.52584748
51800,0.06617932,-2.232636452,0.10724531,3.398332119,1.519937634,4.571940055,14.5049009,3.381071091,29.40224673
51900,0.054076452,-2.246272087,0.105792877,3.370523453,1.463906407,4.322813258,49.8258743,3.365716934,28.95424815
52000,0.037687227,-2.220520496,0.108552593,4.011404037,1.514055729,4.545127268,16.7479668,3.360847235,28.81359242
52100,0.039609928,-2.233638287,0.107137922,2.559939861,1.52219069,4.582252503,21.3245468,3.443425179,31.29396222
52200,0.046461869,-2.145638466,0.116993317,2.169894934,1.52666235,4.602788657,14.1765518,3.460665941,31.83817181
52300,0.057066578,-2.168441057,0.114355752,1.63498652,1.505199194,4.50505092,10.1251764,3.425562143,30.73992024
52400,0.042550139,-2.156527996,0.115726226,4.521775723,1.481391549,4.399062936,26.1398048,3.390422106,29.67847708
52500,0.050830211,-2.165487766,0.114693977,3.451716661,1.492839694,4.44971342,28.1590919,3.456912279,31.71888609
52600,0.048329011,-2.186876535,0.112266863,2.713575363,1.500641108,4.484563236,12.3283072,3.386234283,29.55444878
52700,0.057738971,-2.19769001,0.111059408,2.395471811,1.521577954,4.579445653,11.221509,3.44952035,31.48528675
52800,0.05407612,-2.184187889,0.112569115,3.173405647,1.521930575,4.581060747,22.8747215,3.435889959,31.05904155
52900,0.072536185,-2.175831556,0.113513721,4.537638187,1.575640678,4.833837562,19.6628723,3.427645683,30.80403486
53000,0.082773499,-2.136348009,0.118085303,2.742273808,1.564657569,4.78103748,17.4130878,3.440747738,31.21028656
53100,0.035311777,-2.123735666,0.119584067,2.954349995,1.542933583,4.678294326,31.1135349,3.46736598,32.05220501
53200,0.053934868,-2.155764818,0.11581458,2.009990454,1.496237755,4.464859536,15.9495296,3.362306595,28.85567252
53300,0.060391296,-2.202078581,0.110573084,1.999465346,1.531956434,4.627220826,14.82689,3.434900761,31.02833318
53400,0.035225883,-2.202560425,0.110519818,3.269041777,1.51343596,4.542311211,19.0174656,3.409043789,30.23631813
53500,0.060952313,-2.207485914,0.109976792,1.856722355,1.506017685,4.508739773,21.948597,3.383593798,29.47651362
53600,0.045491714,-2.205950499,0.110145782,3.425510406,1.518638134,4.566002675,27.0826511,3.449835062,31.49519713
53700,0.099726968,-2.134579659,0.118294304,2.899033785,1.567369342,4.794020163,22.948801,3.47513628,32.30223039
53800,0.041841328,-2.161442757,0.115158855,3.381454706,1.544875264,4.687386905,13.5963259,3.444584608,31.3302664
53900,0.049501184,-2.194502831,0.111413939,3.433698416,1.499430299,4.479136574,13.9920368,3.484972715,32.62153703
54000,0.048040915,-2.215065241,0.109146393,4.663249969,1.496018887,4.463882426,46.101387,3.467411518,32.05366464
54100,0.070659593,-2.178719282,0.113186398,4.504935741,1.504047155,4.499863916,15.9566355,3.471003294,32.16900123
54200,0.079848871,-2.20216608,0.11056341,2.619072676,1.507337332,4.514693645,15.2627335,3.446983337,31.40550944
54300,0.066406369,-2.172807693,0.113857491,3.239023447,1.530229568,4.619237132,9.02009773,3.381680012,29.42015583
54400,0.05727287,-2.21675849,0.108961738,3.371611834,1.501579881,4.488775201,7.81379843,3.371772766,29.1301222
54500,0.04744326,-2.215593815,0.109088717,4.466164112,1.502235651,4.491719771,44.0422554,3.374756813,29.21717768
54600,0.05021188,-2.267552376,0.103565359,4.194086552,1.45776999,4.296367894,9.4552145,3.42758131,30.80205197
54700,0.045662045,-2.270544291,0.103255964,3.528275967,1.444019556,4.237695283,18.5256786,3.39400506,29.78500444
54800,0.045531012,-2.258146763,0.10454405,2.091828823,1.524956107,4.59494188,13.1367331,3.432860613,30.96509533
54900,0.056479294,-2.232560635,0.107253441,2.7969203,1.509266019,4.523409478,15.9837437,3.389147282,29.64066635
55000,0.061947457,-2.22850132,0.107689702,3.235878229,1.504732251,4.50294781,20.7226887,3.442471504,31.2641322
55100,0.03220785,-2.222300053,0.108359589,2.923428059,1.446356893,4.247611787,12.8327351,3.364768982,28.92681391
55200,0.045466866,-2.203360319,0.110431449,3.091206551,1.481154084,4.398018437,51.6527138,3.422220707,30.63737617
55300,0.056237426,-2.226176739,0.107940326,2.233313084,1.500442028,4.48367054,17.1276531,3.445700169,31.36523671
55400,0.079384923,-2.225982666,0.107961277,3.02226305,1.46811986,4.341065651,18.3779774,3.34165597,28.26589544
55500,0.039982602,-2.227096796,0.107841061,3.632988691,1.489210367,4.433593226,18.3783493,3.404706717,30.10546499
55600,0.066258028,-2.192203045,0.111670462,3.066810369,1.520200968,4.573144157,14.5953503,3.455873966,31.68596905
55700,0.03527439,-2.218931437,0.108725227,3.701907635,1.499006629,4.477239301,18.2286129,3.374149084,29.19942695
55800,0.064188495,-2.253801584,0.104999301,2.618159533,1.459767342,4.304957827,11.070488,3.292094231,26.89913771
55900,0.049173117,-2.263036013,0.104034156,2.97632575,1.499648929,4.480115954,10.5728989,3.349431992,28.48654845
56000,0.076638721,-2.237689257,0.106704787,2.786462545,1.505615711,4.506927742,17.5895538,3.427510738,30.79987829
56100,0.040289886,-2.2391541,0.106548596,2.858656406,1.473596811,4.364906686,11.0010881,3.384357929,29.49904616
56200,0.040253785,-2.243014812,0.106138035,3.173627138,1.513928533,4.544549181,18.715847,3.426396132,30.76556766
56300,0.034591623,-2.265821695,0.103744753,3.085557938,1.508625388,4.520512571,30.3275871,3.424179554,30.69744892
56400,0.046278991,-2.229212523,0.10761314,2.458622456,1.494596124,4.457535896,20.0081844,3.359804153,28.78355317
56500,0.056712281,-2.242850065,0.106155523,4.439713955,1.435058117,4.199889086,16.1003437,3.306174994,27.28057727
56600,0.041253641,-2.244340658,0.105997406,4.64195919,1.518612862,4.565887283,20.8324661,3.33029294,27.94652716
56700,0.058729887,-2.196371794,0.111205905,3.169737101,1.54940486,4.70866703,38.8906708,3.355541468,28.66111906
56800,0.037383299,-2.181252003,0.112900091,2.12685442,1.551412821,4.71813135,11.8367472,3.412197351,30.33182076
56900,0.027199928,-2.200450659,0.110753235,2.257810831,1.4788239,4.387782175,18.460783,3.352445364,28.57251849
57000,0.047418371,-2.195474625,0.111305721,2.718132973,1.506266117,4.509860028,24.0592613,3.430998802,30.90749781
57100,0.041717403,-2.218448877,0.108777706,2.539266586,1.485510826,4.417221269,21.9760704,3.42451334,30.70769701
57200,0.057306305,-2.249215603,0.105481932,3.779267311,1.473160505,4.363002666,15.8315172,3.412169218,30.33096743
57300,0.054124199,-2.234122515,0.107086055,3.804717779,1.501462817,4.48824976,14.3390169,3.37776804,29.30528982
57400,0.052061759,-2.244061232,0.106027028,3.478755474,1.44027853,4.221871572,16.4558907,3.320366621,27.67049328
57500,0.057270054,-2.262551785,0.104084544,2.88531208,1.49503541,4.45949446,10.140564,3.373095989,29.16869337
57600,0.057273544,-2.260534525,0.104294722,2.91856122,1.474979877,4.370947818,24.3857975,3.302966118,27.19317759
57700,0.048598722,-2.275936127,0.102700723,2.982317448,1.493992209,4.454844739,25.3049507,3.412722588,30.34775631
57800,0.037316587,-2.26722908,0.103598847,2.807677746,1.501127958,4.486747081,12.3020687,3.339951277,28.21775181
57900,0.047868587,-2.257125378,0.104650885,3.118804693,1.460118294,4.306468927,57.4226837,3.382005692,29.42973894
58000,0.035524119,-2.275008678,0.102796016,2.63206768,1.466076851,4.332205869,12.1093864,3.313464403,27.48016312
58100,0.044624552,-2.258377314,0.10451995,3.00677371,1.455076814,4.284812585,24.9945583,3.374950171,29.22282759
58200,0.054651268,-2.273779631,0.102922435,1.798496246,1.444400311,4.239309111,8.04498386,3.361265182,28.82563751
58300,0.06821426,-2.257045269,0.104659268,4.517641544,1.445220709,4.24278846,23.5276108,3.35943532,28.77293879
58400,0.070029244,-2.247075319,0.105707935,3.499025106,1.433458686,4.193177022,45.5032425,3.348392248,28.45694514
58500,0.063179702,-2.256756067,0.10468954,5.135121822,1.466232538,4.332880391,40.8467178,3.405905962,30.14159049
58600,0.037267216,-2.263182163,0.104018952,2.079021454,1.437296748,4.209301621,14.0784178,3.36238265,28.85786724
58700,0.042004161,-2.297179937,0.100541979,3.981152058,1.474020123,4.366754795,17.3232479,3.384145737,29.49278735
58800,0.047535304,-2.285845041,0.101688095,2.333773613,1.493411064,4.452256579,12.4951363,3.394610405,29.8030401
58900,0.049113896,-2.280536175,0.102229379,3.179412127,1.492996573,4.450411543,23.7972069,3.36943841,29.06220143
59000,0.038176671,-2.286562443,0.10161517,2.396682978,1.474055648,4.366909924,8.5871067,3.31272769,27.45992557
59100,0.060687538,-2.261000395,0.104246145,2.408089161,1.495998979,4.463793561,21.9432869,3.347691536,28.437012
59200,0.04917524,-2.251238346,0.105268785,2.287712812,1.495372534,4.460998116,20.924963,3.375004053,29.22440223
59300,0.037982922,-2.263542414,0.103981486,2.427452803,1.472976208,4.36219865,16.7147255,3.390256882,29.67357389
59400,0.038351107,-2.282504082,0.102028399,3.372075558,1.446154237,4.246751071,16.6575336,3.341388702,28.2583419
59500,0.048651036,-2.276392698,0.102653843,2.3285954,1.439338088,4.217903012,12.1708641,3.246516943,25.70066695
59600,0.107680753,-2.267756701,0.1035442,2.667118549,1.449317694,4.260206757,17.475338,3.483379841,32.56961638
59700,0.026040819,-2.262670279,0.104072212,3.23187232,1.473327279,4.363730362,16.2137718,3.438124418,31.1285193
59800,0.044136576,-2.284077168,0.101868026,2.265797138,1.45261538,4.274278774,13.5854692,3.393949032,29.78333568
59900,0.061487693,-2.255950928,0.104773864,3.174327135,1.468214631,4.341477079,13.7950392,3.39428401,29.79331412
60000,0.043592349,-2.233923912,0.107107325,2.578018427,1.459003091,4.301669017,21.6477432,3.36978817,29.072368
60100,0.039424457,-2.248724937,0.105533701,3.482638836,1.446463943,4.248066518,25.4355469,3.40771842,30.1962704
60200,0.059858479,-2.247708797,0.105640992,2.683315754,1.44951129,4.261031596,14.8473005,3.409183741,30.24055005
60300,0.042316332,-2.231518507,0.107365271,3.700889349,1.464178562,4.323989892,12.6864948,3.377938032,29.31027192
60400,0.074129768,-2.253205538,0.105061904,2.507804394,1.479904771,4.392527364,15.8246422,3.291307211,26.87797588
60500,0.034784898,-2.284295797,0.101845757,2.365426302,1.480882287,4.39682323,13.4435062,3.348990679,28.47397974
60600,0.042013112,-2.291472197,0.101117487,2.659436464,1.483566999,4.408643296,31.3481026,3.347543001,28.43278842
60700,0.04839937,-2.297909021,0.100468702,2.686609268,1.467673659,4.339129098,14.9987164,3.345662832,28.3793802
60800,0.051534709,-2.284931183,0.101781066,3.234285116,1.464559436,4.3256371,18.715601,3.375829935,29.24854811
60900,0.05541021,-2.289983034,0.10126818,2.617374659,1.440818071,4.22415006,14.0928726,3.389141798,29.64050381
61000,0.058153849,-2.292874813,0.100975758,2.808440924,1.420633078,4.139740388,14.3633232,3.334206343,28.05610745
61100,0.048244253,-2.309974909,0.099263742,3.786068201,1.456350803,4.290274871,10.9347334,3.37840414,29.32393687
61200,0.04608991,-2.299657583,0.10029318,3.385931969,1.430444479,4.180556949,20.1243248,3.307826042,27.32565603
61300,0.05713122,-2.270867586,0.103222587,3.959057093,1.465571165,4.330015688,30.2338085,3.277248144,26.50274054
61400,0.043106012,-2.270908356,0.103218378,1.565175533,1.465019226,4.327626443,10.2859297,3.379219294,29.34785011
61500,0.065908551,-2.27836895,0.102451174,2.672179937,1.443359971,4.234901084,28.4163074,3.348217964,28.45198598
61600,0.04781222,-2.196298838,0.111214019,3.296717644,1.481551051,4.399764651,15.1176224,3.486359119,32.66679503
61700,0.043331679,-2.227473497,0.107800444,2.059737921,1.483767033,4.409525259,18.8081474,3.522755861,33.87766207
61800,0.052610416,-2.262776613,0.104061146,3.868492126,1.481009722,4.397383574,25.6721401,3.382837772,29.45423705
61900,0.044592533,-2.284373999,0.101837793,4.115203857,1.453819513,4.279428674,18.7970695,3.362252712,28.85411775
62000,0.052253041,-2.301433802,0.100115195,3.309696913,1.440111637,4.22116703,67.4033279,3.396416187,29.85690652
62100,0.063298352,-2.270534754,0.103256948,2.802655935,1.45369041,4.27887622,16.1069374,3.370917559,29.10522056
62200,0.035277244,-2.245136738,0.105913057,3.123560905,1.481364727,4.398944945,18.3562851,3.363684177,28.89545099
62300,0.050323091,-2.246227264,0.105797619,3.092442513,1.446737647,4.249229392,21.0391903,3.315120935,27.52572262
62400,0.042681124,-2.252429962,0.105143419,3.413964748,1.472484469,4.360054117,7.52610636,3.317060471,27.57916153
62500,0.041528195,-2.256934404,0.104670872,3.040348053,1.459334016,4.303092782,7.23471594,3.324467182,27.78419079
62600,0.052572574,-2.270305157,0.103280658,2.231790066,1.451266289,4.268516269,16.4364471,3.312679768,27.45860966
62700,0.052246332,-2.278943062,0.102392372,2.568540812,1.466579199,4.334382691,10.3308773,3.388494968,29.62133766
62800,0.038661771,-2.275022984,0.102794546,3.724207401,1.445782542,4.24517287,22.8935337,3.324045897,27.77248817
62900,0.043554198,-2.282502651,0.102028545,2.655380011,1.435828924,4.203127639,22.9119263,3.330258608,27.94556771
63000,0.032060575,-2.285972118,0.101675174,3.657869101,1.45737958,4.294690875,9.71737766,3.420634985,30.5888323
63100,0.036178991,-2.28151989,0.102128864,2.89586091,1.462277412,4.315777149,14.7073736,3.379304171,29.35034118
63200,0.045078438,-2.281873703,0.102092736,2.423898458,1.440874219,4.224387243,12.2733889,3.351534367,28.54650086
63300,0.035361975,-2.283508062,0.101926016,2.869538069,1.42194593,4.145178823,17.9917603,3.385494232,29.53258506
63400,0.044232696,-2.301999331,0.100058593,3.287349224,1.446684361,4.249002972,10.4701061,3.330996037,27.96618318
63500,0.044852555,-2.317868233,0.098483305,2.032690525,1.433362722,4.19277465,17.3596191,3.337723732,28.15496546
63600,0.059275296,-2.315341949,0.098732417,3.241541624,1.432289481,4.188277205,15.8741941,3.346042156,28.39014722
63700,0.035054896,-2.290969849,0.101168296,2.335960627,1.453509569,4.278102496,12.6738796,3.37125206,29.11495792
63800,0.042510647,-2.28425312,0.101850103,2.797843456,1.454205632,4.281081361,13.6321955,3.362193584,28.85241172
63900,0.048569672,-2.289309502,0.10133641,2.539620399,1.436389327,4.205483744,17.5890331,3.286764383,26.7561508
64000,0.059836295,-2.308279276,0.0994322,3.593868971,1.490416408,4.438943544,18.078989,3.349256039,28.4815366
64100,0.062063359,-2.307789803,0.099480881,3.885460615,1.463031292,4.319031952,28.336174,3.353435755,28.60083047
64200,0.044826172,-2.317218542,0.09854731,2.457326651,1.445243359,4.24288456,10.6001205,3.324267626,27.77864683
64300,0.044947129,-2.31400013,0.098864987,3.664858341,1.447075129,4.250663671,20.1823139,3.357453108,28.71596121
64400,0.063538671,-2.297602415,0.100499511,3.063260794,1.448263049,4.255716122,26.7611217,3.356554985,28.69018233
64500,0.03192709,-2.29929018,0.100330035,2.657431364,1.420686603,4.139961973,15.8639717,3.34638381,28.39984848
64600,0.043142673,-2.307877541,0.099472153,4.177017689,1.459253669,4.302747055,15.1802683,3.330844402,27.96194287
64700,0.045732334,-2.31398201,0.098866778,2.622159958,1.451341271,4.268836345,38.5639725,3.310253859,27.3920783
64800,0.023437971,-2.32695508,0.097592456,3.148853064,1.458080888,4.297703833,13.4975977,3.366790533,28.98535009
64900,0.040576719,-2.32309556,0.097969844,2.550041914,1.450132132,4.263677844,18.1833458,3.351633072,28.54931869
65000,0.057822015,-2.352030039,0.095175755,3.431246758,1.44573915,4.244988667,26.8081932,3.341413736,28.25904932
65100,0.063679762,-2.329457998,0.097348496,2.444607496,1.42071569,4.140082394,14.2478895,3.294953823,26.97616837
65200,0.039375465,-2.342781782,0.096060048,2.539156199,1.432314157,4.188380558,13.2884779,3.286422014,26.74699189
65300,0.051522121,-2.337481499,0.096570545,1.976946354,1.400270343,4.056296409,12.3452148,3.2875247,26.77650169
65400,0.049397696,-2.335911274,0.096722302,1.961059093,1.435405135,4.201346777,19.0461617,3.394260168,29.7926038
65500,0.05154787,-2.34575367,0.095774992,2.220309258,1.433620095,4.193853895,23.3700523,3.361811638,28.84139374
65600,0.040710445,-2.327915668,0.097498755,3.649087429,1.420733929,4.140157906,15.9471607,3.299518585,27.09958964
65700,0.053084135,-2.30920434,0.099340261,2.473557949,1.429607511,4.177059418,17.1528416,3.252692223,25.8598668
65800,0.0584541,-2.317292452,0.098540027,2.893225908,1.446092486,4.246488841,23.8590717,3.329401731,27.92163207
65900,0.046344753,-2.33651042,0.096664368,3.471005917,1.456722736,4.291870862,23.7175045,3.288312197,26.79759639
66000,0.038705174,-2.341852188,0.096149386,3.089936495,1.455412745,4.286252232,17.1688919,3.300331116,27.12161783
66100,0.052488666,-2.346349716,0.095717923,3.449064255,1.446421146,4.247884721,19.7856808,3.351571798,28.54756942
66200,0.043444451,-2.35327673,0.095057175,2.217209339,1.430431247,4.180501631,8.65729141,3.339178085,28.19594252
66300,0.051682238,-2.366771221,0.093783043,2.452665567,1.44617784,4.24685131,17.5174541,3.336942673,28.13298335
66400,0.04127267,-2.361996889,0.094231865,2.235288382,1.457790136,4.296454451,11.2036648,3.374140263,29.19916937
66500,0.040034011,-2.343759298,0.095966194,2.503508568,1.435133219,4.200204518,8.40231991,3.377192736,29.28843522
66600,0.051661719,-2.322165489,0.098061005,4.321139336,1.422746658,4.148499316,28.2761765,3.404491425,30.09898423
66700,0.052073002,-2.325861692,0.097699221,4.29857111,1.395503759,4.037007741,13.8421354,3.395470858,29.82869524
66800,0.044311743,-2.3360641,0.096707521,2.501251698,1.410079598,4.096281449,74.2556152,3.354467392,28.63035137
66900,0.037945453,-2.33766818,0.096552519,2.787965775,1.394915342,4.034632996,14.4508333,3.356252909,28.68151701
67000,0.048282564,-2.33515501,0.096795477,3.630174398,1.404684663,4.074241779,24.5996056,3.323262453,27.75073852
67100,0.047437787,-2.329968929,0.09729877,2.872607946,1.419862747,4.136552648,9.34192753,3.294757605,26.97087566
67200,0.041641358,-2.327930212,0.097497337,2.430724621,1.444019556,4.237695283,8.52735996,3.347774267,28.43936472
67300,0.044025782,-2.322733879,0.098005284,2.381319523,1.415633082,4.119093366,9.84000874,3.343104124,28.30685847
67400,0.049457531,-2.332729101,0.097030579,3.838641405,1.420026541,4.137230244,22.7197952,3.360044479,28.79047143
67500,0.043091085,-2.33153367,0.097146642,1.91671288,1.410024524,4.096055853,21.6474495,3.329453468,27.92307669
67600,0.030656336,-2.304102659,0.099848358,3.788483858,1.442331314,4.230547063,29.103838,3.367616177,29.00929154
67700,0.053103939,-2.334559917,0.096853097,2.075891256,1.422536612,4.147628029,16.7196655,3.322059155,27.71736618
67800,0.044725623,-2.335806608,0.096732426,1.762004495,1.418129444,4.129388959,19.398138,3.345852375,28.38475982
67900,0.068287991,-2.34510541,0.095837099,2.769813776,1.404392838,4.073052989,15.4290047,3.318619728,27.62219809
68000,0.040960278,-2.354376316,0.094952709,4.180233002,1.404050469,4.071658741,21.3126888,3.316993475,27.57731391
68100,0.030014196,-2.348968029,0.095467631,4.281324863,1.41293335,4.107987912,22.0165367,3.301049471,27.14110778
68200,0.056854203,-2.346297264,0.095722944,3.136290073,1.440321803,4.222054269,16.3171749,3.31018281,27.3901322
68300,0.057325877,-2.35564065,0.094832732,3.208858013,1.445613027,4.244453308,40.3223114,3.315746069,27.54293525
68400,0.05824602,-2.354738712,0.094918304,1.657518029,1.407886744,4.087308739,17.2687302,3.331592083,27.98285729
68500,0.036079884,-2.360479832,0.094374928,2.060603857,1.429786325,4.177806402,13.6210213,3.305823088,27.27097876
68600,0.035371013,-2.359598875,0.094458105,3.980424643,1.436110973,4.204313295,18.0227737,3.329315901,27.91923564
68700,0.041092381,-2.354001522,0.094988303,3.183059931,1.405440807,4.077323659,14.3712463,3.252711535,25.86036621
68800,0.034408309,-2.36892271,0.093581486,2.940511465,1.408098459,4.088174178,12.8478756,3.300961256,27.13871364
68900,0.036067791,-2.350312233,0.095339389,3.018598318,1.416003227,4.12061831,12.3531942,3.424153805,30.69665849
69000,0.043226715,-2.358325005,0.094578509,3.103858232,1.390303731,4.016069672,14.532383,3.351020336,28.53183086
69100,0.068613276,-2.363187313,0.094119755,2.730320215,1.400270343,4.056296409,30.425396,3.342657328,28.29421389
69200,0.017764425,-2.371286154,0.093360573,3.516566038,1.406529188,4.081763756,16.2528591,3.274551868,26.43137809
69300,0.02698097,-2.370937586,0.093393121,1.932480693,1.397303939,4.044281625,14.8510952,3.256368399,25.95510718
69400,0.044920299,-2.331616402,0.097138605,5.454033852,1.472691059,4.360954952,12.428587,3.319954634,27.65909574
69500,0.030747976,-2.343383789,0.096002237,2.307384491,1.421182871,4.142017015,14.8663187,3.294468641,26.96308319
69600,0.041456547,-2.346736431,0.095680914,4.005712986,1.405923247,4.079291198,18.1712246,3.30339694,27.20489554
69700,0.045420852,-2.350634575,0.095308663,2.275480986,1.430171967,4.17941785,45.7617683,3.334334373,28.05969973
69800,0.04391877,-2.339058161,0.096418406,3.084073305,1.398029566,4.047217329,47.4720802,3.288219929,26.79512395
69900,0.03990392,-2.35431242,0.094958776,2.198469639,1.399762034,4.054235084,18.7274437,3.32156992,27.70380919
70000,0.031598747,-2.342698574,0.096068041,2.28748107,1.415189028,4.11726467,19.21698,3.318550348,27.62028173
70100,0.044851851,-2.334621906,0.096847093,3.316364527,1.417401671,4.126384795,18.7555256,3.28117919,26.60712906
70200,0.037609082,-2.349803448,0.095387909,3.422451735,1.402890086,4.066936796,24.5804958,3.332146406,27.99837314
70300,0.049979344,-2.353418827,0.095043668,2.908713341,1.37830472,3.968168765,22.0139885,3.268410683,26.26955549
70400,0.043806404,-2.371952295,0.093298402,2.074319124,1.414645076,4.115025685,9.62535763,3.271356106,26.34704451
70500,0.047894977,-2.368517876,0.093619379,2.059330702,1.386299849,4.00002195,10.8126993,3.293901205,26.9477877
70600,0.078139029,-2.369913101,0.09348885,2.111257553,1.408507824,4.089848075,28.8683167,3.237605095,25.47264407
70700,0.049133532,-2.366047382,0.093850951,2.797116756,1.396828175,4.042357958,28.6449642,3.239842415,25.52969833
70800,0.063611723,-2.356966496,0.094707082,2.860445976,1.385622978,3.99731537,16.1414356,3.217814922,24.9734915
70900,0.036855407,-2.347027779,0.095653042,2.562628508,1.399255395,4.052181568,21.5251751,3.293702364,26.94242991
71000,0.052575633,-2.329469442,0.097347382,2.541889429,1.402494669,4.065328977,21.8766708,3.293082714,26.92574021
71100,0.03642264,-2.342077732,0.096127703,2.625842333,1.44217205,4.229873345,11.1445637,3.33063221,27.95601018
71200,0.041797642,-2.366902351,0.093770746,3.192034245,1.427040458,4.166350437,25.1374416,3.317550898,27.59269041
71300,0.05136843,-2.377631426,0.09277005,2.143930435,1.379471421,3.972801134,10.803916,3.266393661,26.21662264
71400,0.036841866,-2.386277676,0.091971395,3.989160061,1.400595069,4.057613808,17.5011978,3.29337883,26.93371453
71500,0.04176832,-2.352419615,0.095138685,2.507942438,1.404609203,4.07393435,13.6734123,3.232358217,25.33934224
71600,0.045503478,-2.351626158,0.095214203,2.959688425,1.398620844,4.049611068,8.52206039,3.289931059,26.84101314
71700,0.040985901,-2.367134571,0.093748973,3.651366234,1.373705983,3.949962097,73.3371201,3.257729769,25.99046575
71800,0.048278783,-2.37461257,0.093050533,2.142712593,1.376987696,3.96294603,10.0486631,3.267728806,26.25164899
71900,0.054109003,-2.379154921,0.092628823,2.272473097,1.408471465,4.089699376,16.790081,3.262306929,26.10970094
